file_name,caption
Nnt49h9kSuQ_60000.wav,A man speaking followed by glass shuffling then wood clanking before glass clanks proceeded by liquid pouring into a container
77ZFT8HuVq0_30000.wav,"A boat motor is running and then accelerates, and water is splashing"
77YX1V-mPcY_70000.wav,Water is flowing making bubbly sounds and splashing around
Nnv7ImgNAEg_30000.wav,Continuous hissing with bells and a horn honking
77W8716C44A_30000.wav,A frog croaking
MgHh1iN_8fk_100000.wav,A sewing machine operates with squeaking sounds followed by knocking
UA5_5uj4iIw_0.wav,"The whir of machine motors, the clacking of wooden boards"
77VHwpyq6xo_30000.wav,A dog barks while people speak
U9ySkH80BU8_20000.wav,Someone speaks as water runs into a sink
No4tP84-NvI_110000.wav,Clanking with brief speech
qNsnip5tvsg_440000.wav,A person talking as a crowd laughs
XASclzoqguI_250000.wav,A woman talks followed by sizzling and frying of food
qNxytjnLbOE_30000.wav,A train engine is running and rhythmically chugging
qO0P57aZBiw_30000.wav,A steam engine running on railroad tracks as steam heavily hisses
qOA4vLvHHn8_80000.wav,Dogs growling while a woman is talking followed by dogs barking
qzy-KWlmlgc_30000.wav,A spray is triggered
RmF5uH_SuKQ_40000.wav,Several engines work in idle nearby
KLGJt-Q65RA_40000.wav,Small birds chirping with people speaking
kZ6h5EYl6fs_150000.wav,A large engine roars and someone is shouts a loud short rout
4I2KlSyijz4_330000.wav,Men talk while an audience laughs and water runs from a faucet
4IF49XmNCaw_50000.wav,"A toilet flushes, water flows"
4HtkTDr342c_30000.wav,A man is speaking and water is gurgling in the background
4HxIyosr-AM_200000.wav,A man is narrating while instrumental music plays and a plane engine sounds
4HrtJcJc174_30000.wav,A woman is giving a speech
4Hs1yZu1GAU_520000.wav,Food is sizzling dishes are clanging together and a woman is speaking
4HzAuSA8Syk_60000.wav,"People talking in foreign language, train horn"
4I0SfHz97Ag_150000.wav,"People applaud, and a man speaks"
4Hy1t6KBY4o_520000.wav,Vehicle drives and honks its horn
4Hz53AafH7s_480000.wav,Motor slowing down
RX7gmpgfnYs_30000.wav,A man is talking and spraying something
RXE39pZXG3M_4000.wav,A few slams are followed by referee whistles
RXE4HGOTQWI_20000.wav,Phone ringing then two men speaking
EN_D3UzTfqE_30000.wav,"An engine vibrates loudly nearby, and then wind blows"
RXNZ-0Wteno_30000.wav,Vehicle traffic with a distant horn honking followed by a louder horn honking
RXPij7peR3I_4000.wav,Singing followed by a man speaking then a bang
tdWWY6SoqlY_30000.wav,A bus slows down and its engine decelerates quietly
tdUv86s7PMw_30000.wav,An engine works while some frogs croak
tdZk4rxpSlc_30000.wav,Whimpering and long yipping.
tdfz7W9xNIw_10000.wav,Loud wind noises and a car horn and a person talking at the end
WxuCynzEntQ_590000.wav,Metal clangs together in an enclosed space
7XQZvjD_Ww0_30000.wav,A small motor is vibrating consistently
7XSDamG_R38_30000.wav,An engine is attempted to be started up and then starts and idles
ISTN_64MVnA_100000.wav,An electronic bleep beeping repeatedly
7XCSZi0rS5E_550000.wav,A baby laughs and a man speaks
7XCaCkHgkZM_30000.wav,A cat is meowing over and over
7X3i7llSK9U_190000.wav,A train is blowing its horn as it passes by
7XAySrozWrk_30000.wav,People in a small room are chanting and singing
7XKwZAmhdrg_30000.wav,A bus engine idles and people are having a conversation
7XL--db_qQ4_30000.wav,A bell is ringing and a train blows its horn twice long and hard
7XChPEYFWpA_40000.wav,People are talking and bees are quietly buzzing in the background
L5gAhon3a68_290000.wav,A person speaks and a small RC engine spools up
L5fq5D1Uces_12000.wav,As the wind blows steadily a bird sings and an engine goes by
Is4oH0_g21U_30000.wav,A sheep bleats and some objects hit
IryLRJ2P_qQ_0.wav,An insect buzzing intermittently
Is0jFNep7kY_240000.wav,Fast rubbing followed by speech
CEzwcZnypSY_30000.wav,A man speeches while a crowd whispers
CEgyXSAygiw_0.wav,"Explosions, gun fire, and popping and whizzing sounds"
CEggxDcgEHc_70000.wav,Metal clashes and a man speaks
CEnhuZ5Rm_Q_30000.wav,Birds chirping and rustling
-RMYdwOv3Mo_120000.wav,A guy is speaking followed by some ceramic sound
-RMHRmd5utQ_0.wav,Continuous mechanical beep
-RLhcWjOd1E_30000.wav,Animal noises and whimpering
-RKs4NoVRms_30000.wav,A woman sneezes before describing the side effects of her cold
-RIXNh-i88E_30000.wav,Woman speaking while a pan sizzles
-RH8_ZSbHhc_30000.wav,Chatter and then a car horn beeping
-RFRH50Qobg_0.wav,Train horn tooting multiple times
998RhGRlp1c_30000.wav,Rain hitting the roof
995vcjHHtZc_26000.wav,People are being pushed back on her own
994l_hUXlCM_30000.wav,"A group of birds cheep, a man speaks"
5yAi2mLckGE_30000.wav,Two woman speak while ducks quack in the background
98yzDuNZqjk_30000.wav,A boat or vehicle engine running steadily
-ROt5_xhcyo_20000.wav,Vibration and noise of a working motor
-RNPQI3AJMw_310000.wav,Rapid gunfire and gunshots
B9JPdSzZXvc_4000.wav,A door is sliding open
B9J303z3ICM_270000.wav,A flushing of water and people talking
B9Hlx2G4ADc_30000.wav,An idling engine sound is followed by an engine revving
B9F7ijiMaxs_30000.wav,Children are speaking followed by laughter
B98GzVyBEH8_30000.wav,"A man speaking in the distance with traffic passing in the distance, then a man speaks nearby and a door opens"
B97t6blNHnA_30000.wav,An engine idling consistently
B94vwFIqTUQ_350000.wav,A man speaks and types
B9-LyMdFE4I_190000.wav,Sanding and cracking
B8xK_lJFsRw_30000.wav,People speaking on a moving bus
B8t0JMx0vyk_450000.wav,Water pours out onto a surface
wEXFa9wRSn0_90000.wav,International music plays as water pours into a pot and finally some splashes
UrSXp3cd3tw_200000.wav,Humming of engines with some clicking and crackling
wEDtBaumjH8_30000.wav,A train horn sounds then someone laughs
wEDditLGJwg_60000.wav,"Several small shuffles of hard objects knocking, followed by loud explosions interspersed by a grown man chuckling"
5y4pi2ShzhY_9000.wav,A explosion and a man speaking
w5xqAI6Ev40_20000.wav,Clanking followed by a toilet flushing and then some more clanking
4C2yBknu3ZM_320000.wav,Church bells chime loudly and repeatedly
4C-Abooz-OA_30000.wav,The engine of a small machine pulling chains
4BwQL9lW7A4_1000.wav,A vibrating noise
2Qh9AFPNq50_8000.wav,A dog is barking people are talking
4C6JkAoRyVk_0.wav,A horse neighs and birds chirp outside
4C5_pfsrp3Q_190000.wav,Birds are flapping their wings and some bird call
4C4dfeDruIw_10000.wav,A person snoring
2QZSUAQMHqk_30000.wav,Motor running followed by faint murmuring and gunshot
2QXhTsNhzIQ_340000.wav,"A distant train horn, followed by the clickety-clank of the train on the rail"
4C7zRL0dVgE_30000.wav,An aerosol is sprayed
4C7XyQgZ_8I_30000.wav,A thump noise and a bird chirps
2QTH4_WQlgg_0.wav,A toilet flushes and then woman laugh in the background
2QLhxtgqvU8_40000.wav,"A man speaks followed by electrical hums, some clicking, and liquid being poured"
rsfXfpnLfeE_29000.wav,Frogs croaking and chirping
ePDemSpE3Ho_280000.wav,Continuous emergency sirens and horns
rt-0CEbzL2k_470000.wav,High pitched continuous ringing followed by clanking and rustling
rsrZOjkQ3rY_140000.wav,Rubbing and scraping followed by a soft power tool drilling then a louder power tool drilling
rswivgQdpFA_10000.wav,A child and man speak then whistle
rt0-hh8NqSo_60000.wav,Roosters crow and wings flap
rt0Ksg7zpow_40000.wav,"An engine revs, tires squeal, a car accelerates into the distance"
_-sns7INCWo_50000.wav,Rustling together with male speech and white noise
mZRsCN0ygaM_360000.wav,Water running followed by paper ripping
R8z8J9klk70_0.wav,A camera is shuffled and a clang occurs
OzmtIGIsh7Y_30000.wav,A man is speaking then a sewing machine briefly turns on and off
_0GMVllsIy4_30000.wav,A pigeon coos softly and then there is a lot of pecks and cooing by a lot of birds
8xfX6p4e1ZI_30000.wav,Clip-clop of a horse trotting by
OzvXPl848dw_100000.wav,A man speaks with some dry scraping and sanding
8xah8J3bWis_100000.wav,A man and a woman talking as a telephone is ringing
5yFBvLbq1XA_30000.wav,Water running from a faucet
RbrSbC-bGY0_20000.wav,Wind blows and birds tweet
oy-nvX8f8nY_340000.wav,A drill runs continuously
SUF1l9xmZ-A_30000.wav,An engine revs very close by and then idles rickety
SUTOf4oOJRE_50000.wav,A loud engine idling
SUNjVhN08fE_230000.wav,A man speaks as water flows down a stream
8j7q3t8ie10_30000.wav,Moving of objects followed by a beep
8jF5KAS1LkI_170000.wav,Females speech followed by a sewing machine in operation
8j6uc8DEzWA_0.wav,A man is speaking and loud bangs happen
kxY_Asbi1wI_80000.wav,Water moves around and splashes loudly as a man grunts at the end
8j5gWsCQ3_4_19000.wav,A woman speaking and crowd cheering
8j69QB0y4Cw_360000.wav,A vehicle driving by quietly and slowly
8ixP67tAOXs_0.wav,Vehicles are racing by at a fast speed
8j-jFjOn_4A_0.wav,Wind is blowing and woman is laughing
8itRcDYjTiw_30000.wav,A man talking and traffic driving
8itzyk-WgP0_30000.wav,A frog chirps and other frogs and crickets chirp in the background
5MVE73rP6R8_30000.wav,A large engine hums and speeds down a roadway
5yAnVjPDShU_29000.wav,Sirens ring out and cars speed by in the background
5MSE1-YlVfc_30000.wav,A woman speaks followed by laughter and a cat crying
W8BDM_jth3Y_540000.wav,A man speaks and a computer keyboard is clicked
5MXhhFv6AMo_70000.wav,A toilet being flushed
IU9Z_7GsYNM_30000.wav,Wind blows in a tunnel
5MWchKu240k_340000.wav,Dog continuously barking while middle aged woman vocalizes in distinct accent and laughs
2KLSmeAXUHU_15000.wav,An engine is revving up
mZCsDKLUDQY_470000.wav,Motorcycles pass by loudly as people talk nearby
5MIXgA43C0M_4000.wav,"People speak, some splashing and clapping followed by laughing"
Z9yyGhM_9qw_200000.wav,Buzzing of nearby insects with distant quacking and faint speaking from a nearby man
5MRDu6qgla0_55000.wav,A crowd of people are talking and a police siren goes off loudly
fXUT4w2jCWs_130000.wav,An engine sound is followed by the sound of helicopter blades
5MQaessPo-0_560000.wav,Multiple car engines run
Z9aB-SFDnwk_310000.wav,"A man talks nearby, followed by a door closing, after which the man continues to talk"
MDW5VlmaGjA_0.wav,A vehicle engine revving and accelerating while driving by
-8v6KSVvQrc_30000.wav,The man is speaking and the backside spray sound
-8uTrn1Y85U_140000.wav,Ducks are quacking and an adult female speaks
-8tskHwTfcQ_30000.wav,The sound of dried leaves rubbing against one another in response to being moved by the wind or another cause
-8sR1D7oCic_7000.wav,A race vehicle is accelerating its engine
-8ysWJSrITc_30000.wav,She is talking
-8yNBmjX1bE_30000.wav,Women speaking followed by children speaking
-8yCp5GagJA_500000.wav,The water tap was running water out of the faucet
-8xXKLBLOnc_70000.wav,A drill motor is running
-8zyGG5y3io_30000.wav,"A woman speaks to a crowd, some camera clicks"
-8z7eJDWf9U_30000.wav,A vehicle engine idles roughly
sN5B3nfGlZY_10000.wav,Someone is typing keys on a computer keyboard at a fast pace
gW4iTnEvqHA_240000.wav,"A car engine hums nearby, and then people talk quietly"
5MXtSBsWrGs_30000.wav,An engine is being switched on
0UlteOknFwI_30000.wav,Dog snuffling and panting
0UlXhWYb9Js_0.wav,A whistle blows then a car comes and passes very fast
0UlaI-oeITg_19000.wav,The cars are passing by
0UjmiLcmMa8_20000.wav,A toilet flushing away water while a bathroom stall door makes noise
0Ukop25AhEc_0.wav,A loud long burp is followed by a laugh
0Ui0shNtHfY_30000.wav,"Water is running and gurgling, and a female speaks in the background"
0UjUkHszzZ4_320000.wav,An adult male speaks and a medium vehicle engine starts up
0Uf85Z4A7t4_30000.wav,Someone crying with dog barking and woman's voice in background
0UhqGLU3zac_30000.wav,Vehicle spinning tires in place
Tu0-doXRwUk_10000.wav,Rustling followed by a toilet flushing
xiEIyeo6R7o_30000.wav,A vehicle engine slowly accelerates
TuIfnuhmDq4_50000.wav,A couple of sequences where a computer-generated voice is followed by typing
TuIQg2cJqAs_0.wav,A child sneezes repeatedly
UcYa-1k0Nvc_0.wav,Steam following by a slide whistle
xi5tZADVwcw_90000.wav,A man speaks and bees buzz
xi7oWgo-wqM_0.wav,High pitched screeching followed by rustling and some croaking
hUViJ9zgHKw_30000.wav,Something squeals in protest and then something is clanked
Q4ph8Eyq2Pw_200000.wav,A person talks nearby as an engine idles nearby and wind blows
VWLLeNYvxII_30000.wav,Paper crackles nearby as it is manipulated
VWNo6X7aecQ_540000.wav,A race car is driving as a man talks
VWBLKuEA6EY_5000.wav,A vehicle engine is accelerated and a man speaks
O9tPTmjH_hY_40000.wav,"Ambient water noises, followed by electronic motorboat engine"
VWKCKIx5vAA_30000.wav,Water dripping and gurgling
aad-tAx1DU0_13000.wav,A machine works
dtkT2VYNgXA_40000.wav,Birds chirping and a person whistling
x2ZyKE89nzw_0.wav,"A child breathes hard, coughs, and then cries"
8MvVwaGPKnI_10000.wav,"Birds are chirping, crickets are chirping, rustling occurs, and an adult male speaks"
8MxxgRV8o7U_420000.wav,"An adult male speaks, water runs, splashes and gurgles, and a thump occurs"
8MzdJUn9n8U_6000.wav,A car starts up and is revved
8N-sgJB6Ias_30000.wav,A man is speaking followed by a thud
8N0pMDO4hsQ_0.wav,"Approaching vehicle with blowout, birds in background"
8N4KO96rkdU_30000.wav,Water crashing and small person talking
8N5c7JZmKGs_30000.wav,"Traffic is audible, a motor vehicle passes by, and slight clicking occurs"
8N5eETeI8Z0_17000.wav,"A child cries, a woman speaks, cat shrieks and the child cries more"
8NAMpUl01ug_200000.wav,Wind blowing hard followed by two men talking in distant ending with a frog croaking
xodr5wnFQvs_100000.wav,Traffic revs up far in the distance
xobSVmWsS3M_230000.wav,A back and forth sanding noise
xoeIYiJsPy0_30000.wav,A helicopter whirs consistently
xoeGfFrOSec_30000.wav,A man talks while a model airplane flies
TVdAI0xaU8s_0.wav,Crackling followed by an explosion
TVWqe2XM0o8_20000.wav,Men speak with splashing water
TVDvmHlcGm0_0.wav,A door opens up nearby
TVdoDP96590_12000.wav,High pitched whistling following by low whistling
bDrPO37cp6M_90000.wav,A machine works while wind blows strongly followed by a siren being triggered
DKM2KjNkX18_470000.wav,A man speaks and types on a keyboard
SdzaTL0aJXc_50000.wav,Wind blows and people laugh followed by a horse neighing
xzCbpSQgdpI_60000.wav,A car engine accelerates followed by a beep
7P8x9GIvRJA_30000.wav,A woman is narrating in a foreign language
5siQ3K31KeI_10000.wav,"Sewing machine going, then stopping and starting up again"
fMGNky979o4_50000.wav,Continuous digital beeping
5siKASaXYTU_0.wav,Numerous background noise of people and animals that end with an animal bellowing
1ijeSI4LOrU_30000.wav,Birds are flapping their wings
1iiFj83VI7M_0.wav,"Squeaking occurs, two females speak and laugh, and a hoofed animal walks by"
ziUoP8L-zkA_230000.wav,An aircraft engine running
ziO8CGRSZZ8_30000.wav,Some clicks followed by a man speaking then some bangs
7PKDrv5WP9o_18000.wav,A dog barks in concert with rhythmic thumping
ziG1mj5gTTo_170000.wav,"An aircraft motor is running and buzzing, propellers are vibrating, and two adult males speak faintly in the background"
dHJ0pK27t6k_240000.wav,Food sizzling with metal clanging followed by clanking on a porcelain surface as an air ventilation system runs
1iYLIIMgINQ_30000.wav,"A crowd cheers, a man speaks to them"
1iXLWRFE000_30000.wav,An engine is idling
1ibgN7gv1bQ_30000.wav,Pigeon makes lots of different sound
1iaEDqdYliE_14000.wav,A man is speaking and cars are speeding by
1ie_mPvVJ4A_30000.wav,A motorboat engine is in use
1icEOZdgkVY_30000.wav,Infant crying frantically
1ihBVEOfaVE_0.wav,Birds chirping and people speaking
1ih1mXowz1U_0.wav,An animal is stomping its feet
2vSzoyYcFAA_30000.wav,Woman giving a speech
2vNfb9JmJcQ_13000.wav,A loud clicking and shuffling occurs
2vNYlboKPQg_30000.wav,Car driving fast then braking
2vKxkciAFaM_9000.wav,"A dog pants, shuffles and barks"
2vJVctVYbMo_30000.wav,An older man is giving a speech
2vIXsl6gICw_30000.wav,Loud engine attempting to get started
2vHhaU0k_4k_30000.wav,The ticking and chiming of a clock
HDkT9w96tnY_50000.wav,"A musical instrument bleeps, and then a machine beeps loudly several times"
7PQhq0YjusE_30000.wav,Wind is blowing and dog is panting and whimpering gently
2vTVb3LhxXE_210000.wav,Clanking of dishes in the background while an older man speaks
2vTS31IeyOY_7000.wav,Papers rustling
9SwqisZFZr8_30000.wav,Television plays in background then a young child sneezes and speaks followed by an adult woman who speaks
9Sxy1AlWmB8_70000.wav,A bell chimes several times
9SvCis6IdgU_26000.wav,"Man laughing and talking, whistle and engine revving"
9SwGzhspGIs_30000.wav,A woman speaking followed by a baby cooing
9Sn8mlDZ0zs_17000.wav,Wind blowing in a microphone and a group of people talking
9SpP079VAYw_30000.wav,A man is snoring loudly
9SkN9u22uhE_70000.wav,Engine idling quietly with light wind
nrbgVzLPpdQ_10000.wav,Vehicles pass and the wind blows
GXPeyqXZfyM_80000.wav,Motor vehicles are racing and skidding
jnPD-M9kIm0_290000.wav,A machine runs very loudly
jCTsyQRkwhg_15000.wav,An idle vehicle engine followed by a musical horn honking then a truck accelerating
UOdw1xsTQFU_25000.wav,A bell rings and a train passes nearby
rf6ZMK2V3mM_100000.wav,Birds tweet and vocalize
VTuEzCUFTdE_0.wav,Clanging sound then a toilet flushing
VU-1nxT7YPU_250000.wav,Some surface is hit by a metallic tool
iJXDHdIpB_k_30000.wav,"A man speaks, then lots of clicks and rustles and a pig squealing"
Umyx9TCiAS0_10000.wav,Someone is snoring softly and there is a light static and a voice in the background
UmzfsnxjAVk_90000.wav,Typing on a computer keyboard followed by a man speaking then plastic cranking
UJ-2WuTunkE_170000.wav,A man talks and types on a keyboard
EPSPjAR8ztY_30000.wav,A crowd applause loudly nearby as a person talks in the distance
EPNr68hknvw_30000.wav,"In a quiet environment, an adult male is speaking"
xzMxL-HwhFw_50000.wav,Several birds tweet while a man talks
RaJx8et3wo8_250000.wav,Vehicles passing by with a loud horn honking continuously
tC9f6uvVKZc_18000.wav,An emergency siren powering down followed by audio hissing and muffled metal clanging
ObnqwJxrbcI_30000.wav,Some laughs lightly
aIi_i_Bt510_50000.wav,A vehicle engine idling
aIjQkQ36AVQ_80000.wav,A person sucks air and belches very loudly
EPCTznmNcNw_0.wav,Telephone ringing followed by a woman speaking
aIS31DyFpDg_210000.wav,A car accelerates and skids
aIbQ6eQ67GA_400000.wav,A man speaking with a distant boom of a jet engine
zVy9pETn6oI_30000.wav,Rustling with distant people speaking followed by a girl speaking
zW46UonugXU_220000.wav,People are in conversation and laughing
_b_dv4jK9vI_30000.wav,Humming and sputtering of an idling engine revving
pOwNRM3BM_w_30000.wav,Water running continuously
tTvvPOTmImA_570000.wav,Click clack then bell ringing
gqzRsP0mwsc_140000.wav,A baby cries loudly as a woman grumbles
juJgS5-ddRU_60000.wav,Church bells ring in the distance multiple times as people talk nearby
xpUT30qUUaI_10000.wav,Rustling and white noise followed by a sneeze
xpWWXLTXMaA_320000.wav,Gunshots ring out and an explosion occurs
CUvDaVFQ0sg_450000.wav,A woman speaking and dishes clanking
CYJhs2CPpQs_350000.wav,Men speaking with distant traffic passing
xpSkkPTtQw4_80000.wav,High pitched squeaking with people speaking and sirens in the distance
g0EXbG41tRY_30000.wav,Rumble of an engine followed by an abrupt sharp tone then an engine accelerating
g0ACaijG5Rs_110000.wav,A harsh motor sound
g06QT0gUKvo_30000.wav,A machine runs rapidly
CUlxjccLpXc_30000.wav,An idling car revs the engine
g-wlCCvMt_A_50000.wav,Wind blows strongly while people talk far away
g-uqyDcbnA4_20000.wav,Wind blowing followed by wood cracking
